fips,0-17,18-24,25-34,35-44,45-54,55-64,65-74,75-84,85+
42079,125357,71153,72627,70618,81085,83752,64568,38858,21178
42081,47304,27380,27196,24482,27802,30432,22127,13233,7256
42083,15032,8269,8179,9065,9470,10100,7406,4359,2399
42085,45524,25695,22269,23303,27760,30779,23232,14973,7649
42087,19674,8341,9493,9595,11597,12034,9999,5995,2971
42089,71282,42561,35199,36817,48944,48082,32671,15935,7335
42091,330153,156506,182064,179689,202648,202330,142316,84949,45599
42093,6515,2908,4017,3530,3982,4554,3316,2266,1154
42095,119126,66109,65358,65528,76346,76814,55436,32984,17972
42097,36791,18582,20668,20817,23442,25821,19659,11527,6354
42099,16715,7580,8583,9022,10716,11119,7657,3699,1652
42101,752385,435687,547164,393849,389598,389211,265092,154750,75306
42103,22012,10970,9817,12525,16139,16401,13996,6742,3083
42105,5683,2542,2633,2696,3489,3945,3239,1777,957
42107,55527,27524,31096,32769,36698,37989,29067,17859,9017
42109,14853,9048,7665,7462,8743,9091,6691,4119,1808
42111,25748,13215,14862,15843,17876,20282,15100,9352,4814
42113,1262,1221,882,929,1301,1686,1404,810,404
42115,13820,6695,7119,7163,9755,11012,8028,4677,1817
42117,13838,8715,7684,7138,8692,9793,7666,4619,1706
42119,14719,11925,9650,10082,10380,9852,7599,4661,2359
42121,19895,9650,9832,10439,12575,14874,10748,6901,2504
42123,14791,7452,7382,7897,9815,11034,8439,5079,2245
42125,77460,41842,41321,43191,52013,56682,41938,24666,11679
42127,17447,9411,9916,10362,13528,14680,11919,6006,2793
42129,128999,66035,67443,71223,90812,100522,74694,44789,23022
42131,9387,5077,4998,5037,6082,6655,5133,2555,1160
42133,192137,89752,101045,101473,115499,113908,82504,47941,19676
44001,19439,11909,9663,10200,13183,13629,9938,6604,3243
44003,65280,33485,40145,39178,45999,48338,33226,18279,11623
44005,30658,20084,18153,18173,21705,23275,17866,10010,5127
44007,278927,171518,181136,154866,166066,162190,112020,65938,38053
44009,46546,40143,23628,25119,33468,36374,26434,14527,7050
45001,11171,6388,4891,5771,6229,7277,6123,3165,1422
45003,74591,36599,40829,37836,42062,45742,35484,18710,7775
45005,4253,2849,2278,2610,2400,2910,2522,1087,405
45007,89190,41682,44913,46024,49735,49899,40102,21644,8909
45009,7143,5469,3423,3923,3973,5019,4029,2291,743
45011,11616,5683,4798,5379,5665,6423,4838,2392,1212
45013,70043,39885,40528,36167,36802,45435,47150,23165,9699
45015,87610,43950,51175,45995,46058,44077,32599,14288,6181
45017,6400,3162,3014,3365,4047,4564,4219,1870,549
45019,153082,86744,117677,87785,89172,96087,70122,34722,16152
45021,27357,14159,13090,14067,14352,14593,10912,5571,2684
45023,15480,7394,7464,7233,8666,9211,7090,3520,1637
45025,21233,10055,10374,11031,12497,12835,9508,4876,1835
45027,13755,8340,7219,6662,8111,9818,7941,4225,1490
45029,18342,8825,8800,8737,10065,10709,8919,4138,2432
45031,32860,16548,15324,16570,18057,19672,14639,7771,3113
45033,16790,7742,8057,7565,8286,8677,6404,3428,1558
45035,69345,29278,36367,34960,36614,33391,22727,10671,4212
45037,10146,6070,5865,6346,6894,7235,5031,2530,956
45039,10480,5321,5222,5547,6806,7796,5502,2631,1265
45041,67370,32609,34744,34165,34528,36990,27263,14108,6009
45043,25784,12421,12444,12950,14633,19202,17223,8356,3533
45045,210405,99921,117586,112788,114796,110357,81545,43438,18532
45047,33415,17319,17122,17079,17630,17682,13884,7856,4051
45049,8967,4356,4818,4905,5015,5232,4223,2165,837
45051,111007,57146,67327,63898,68426,79689,71072,32220,11105
45053,11848,6175,7875,6834,6957,7595,5524,2326,1498
45055,29741,13126,13539,14458,16464,17837,12859,7246,2530
45057,35551,16256,18811,20484,20266,21080,18631,9250,3131
45059,30540,16544,15174,15219,17446,18851,13886,7055,3614
45061,8384,4609,4414,3900,4544,4990,3691,2075,962
45063,118681,53617,64592,63957,66204,65615,46941,23840,10569
45065,2749,1645,2003,1929,2320,2885,3254,1678,354
45067,16968,7808,8077,8296,8447,10372,7601,3899,1622
45069,11717,6245,7123,6841,7175,7268,5712,3047,1005
45071,17525,9491,8434,9211,9852,10809,8546,4437,2232
45073,30884,15590,16458,16284,18429,21831,19284,9907,3591
45075,43012,25200,21763,19448,22700,25166,19583,10223,4500
45077,45743,43253,26056,24367,26821,27698,21793,11993,4502
45079,168256,133380,106222,91499,90421,87892,60841,31462,13785
45081,8981,4308,4574,4617,4968,5308,4321,2482,1059
45083,135500,67208,70132,68992,74487,72828,55406,29495,12227
45085,52397,27419,27279,23632,25648,25564,19289,10331,4598
45087,12500,6109,6077,6605,7502,8158,6228,3776,1360
45089,15040,7668,8213,7603,8340,9850,7692,4147,1634
45091,107169,47864,53699,57957,59283,54989,38906,18743,7325
46003,1147,472,485,428,553,589,454,319,177
46005,8927,3610,4680,3554,4526,4903,3087,2277,1136
46007,1842,707,616,578,637,700,333,366,112
46009,2007,1113,1290,1251,1381,1528,1083,893,412
46011,11663,16444,7727,5726,5554,6372,3960,2333,1200
46013,17081,9012,9730,8271,8636,9866,6415,4633,2256
46015,2316,983,1050,1018,1181,1497,871,681,288
46017,1081,405,350,346,326,278,215,115,47
46019,4792,1977,2316,2021,2394,3018,2132,1242,723
46021,645,260,228,216,383,403,324,221,58
46023,4091,1716,1469,1431,1682,1795,1373,962,585
46025,1655,952,708,747,725,974,688,466,254
46027,4812,8184,3262,2387,2211,2728,1958,1156,584
46029,12638,5800,6579,5861,6480,7096,4728,3017,1498
46031,1898,623,692,602,651,678,427,233,113
46033,2565,1044,1538,1366,1978,2989,2491,1175,397
46035,9310,4977,5050,4662,4831,5518,3634,2685,1513
46037,2019,925,954,874,1100,1454,1154,851,383
46039,1551,696,661,734,883,1033,801,540,218
46041,2820,1089,1040,885,1007,856,574,381,123
46043,1049,452,419,430,550,706,496,368,292
46045,1672,750,607,733,923,933,651,518,293
46047,2377,1193,1125,1183,1638,2366,1839,999,444
46049,938,455,436,350,524,610,655,296,199
46051,3319,1505,1370,1746,1852,2187,1608,1144,434
46053,1522,548,549,702,719,972,739,559,272
46055,815,299,316,350,409,512,379,314,107
46057,2690,987,925,930,1078,1093,886,664,231
46059,1187,624,556,496,649,807,621,516,334
46061,1559,642,501,675,609,714,548,235,68
46063,435,269,195,173,257,262,215,103,30
46065,8320,3376,4689,4000,4542,4770,3242,1888,1109
46067,2694,1359,1160,1165,1430,1652,1125,893,756
46069,534,204,262,199,383,363,239,207,139
46071,1694,901,672,488,657,645,558,278,176
46073,751,254,334,332,297,514,395,277,162
46075,223,127,117,156,180,279,102,137,40
46077,1825,758,874,850,1035,1287,926,551,393
46079,4908,2932,2382,2091,2531,3698,2896,1303,676
46081,9269,7031,5487,5099,5513,7473,5095,2952,1438
46083,25317,8417,13403,12628,10761,10451,6470,3332,1736
46085,1562,621,677,602,654,813,557,312,154
46087,2299,880,858,937,1112,1260,881,620,404
46089,685,570,319,455,640,618,432,403,284
46091,1627,736,898,783,894,1150,915,556,223
46093,11858,6303,6493,5868,6095,6726,4904,2359,1076
46095,953,350,377,269,370,442,300,182,66
46097,1038,311,384,424,397,564,365,252,236
46099,83024,38655,49467,40651,40862,41440,26641,14963,7728
46101,2548,1296,1243,1048,1460,1543,1046,802,320
46102,8560,3611,3354,2687,2732,2180,1416,735,264
46103,47768,21899,26855,23414,23333,27511,19247,10628,4874
46105,974,495,452,483,574,766,513,338,252
46107,688,238,280,330,370,644,468,339,184
46109,4717,2056,1670,1701,2009,2362,1812,1227,487
46111,726,478,416,354,553,609,435,253,151
46115,2597,1022,1099,1056,1396,1680,1072,744,521
46117,1122,540,490,519,627,689,614,337,51
46119,585,294,256,209,379,292,244,183,66
46121,5956,2087,2110,1663,1675,1573,999,480,195
46123,2210,988,1036,1000,1384,1516,1046,816,371
46125,3069,1169,1301,1439,1669,1919,1385,823,595
46127,5923,2399,2567,3041,3356,3505,2302,1172,745
46129,2471,998,1112,1331,1168,1423,1213,877,436
46135,9449,4985,5276,4959,5656,6103,4261,2887,1130
46137,1238,450,390,482,460,374,187,122,52
47001,31980,15818,16864,17642,19317,21024,16126,9450,4389
47003,23105,9618,11298,11108,11462,10485,8526,3941,1957
47005,6266,3234,2933,3716,3953,4333,4173,2022,959
47007,5181,2518,3024,3355,3712,3567,2943,1486,532
47009,52645,25548,27093,29326,32846,34080,27374,14464,6092
47011,44660,23182,24026,25435,25604,24486,20021,10654,4155
47013,16815,8620,8720,10090,10385,10957,9678,4945,1961
47015,5408,2729,3099,3186,3662,3518,2864,1717,628
47017,12026,6745,5786,6220,6948,7265,6390,3306,1434
47019,21679,10799,12261,13186,14232,15134,12476,6956,2620
47021,17007,7448,8324,9211,10521,9480,6648,3249,1323
47023,7547,4905,3352,3898,3745,4077,3335,1902,683
47025,12277,7039,7125,7144,7788,8586,7035,3284,1640
47027,3120,1727,1395,1625,2103,2222,2267,1242,472
47029,15527,7599,8008,8546,9742,10717,8992,4624,1385
47031,25275,11292,12460,12461,13701,13380,10829,6314,2506
47033,6295,2620,3307,3020,3164,3322,2679,1661,680
47035,20491,9757,10960,10849,12440,15057,16608,9527,2983
47037,288727,165662,227520,172077,156718,157060,100755,56657,24892
47039,4696,2265,2309,2383,2752,3056,2866,1632,659
47041,8354,3938,4307,4624,4821,5014,4007,2104,821
47043,22930,10117,11440,12399,13120,12574,9823,5072,2219
47045,18470,8586,8883,9447,9785,9871,7808,4118,1820
47047,15619,7503,8227,8551,9844,11237,8644,4746,1619
47049,7732,3360,3252,3914,4659,4934,4172,2188,577
47051,16767,10122,8342,9238,9585,10782,8717,5097,2013
47053,24139,10564,11539,12121,12224,12681,10264,6062,2928
47055,11591,5902,5985,6053,7406,7673,5981,3530,1148
47057,9220,4138,4678,5109,6129,6328,5150,2635,903
47059,28584,15053,14245,16852,18217,19533,16208,8600,3231
47061,5431,2513,2626,2959,3049,3234,3147,1715,435
47063,29930,13508,14487,16097,16894,16549,13987,7696,3087
47065,152400,82562,93126,85203,88394,94022,67788,39813,17637
47067,2397,1253,1260,1391,1492,1854,1390,747,292
47069,10353,5956,6147,5700,6385,6416,5013,2750,1002
47071,10631,5015,5568,5755,6769,7316,6092,3618,1303
47073,23080,10676,11739,13027,14866,15301,12774,6368,2681
47075,8630,3883,4602,3854,4679,4973,3589,2009,914
47077,12990,5641,6769,7052,7035,7144,5916,3282,1017
47079,13928,6446,6863,7329,8432,9291,8612,4633,1611
47081,9915,5103,5188,5729,6145,6117,4431,2521,833
47083,3310,1686,1599,1595,1828,2114,1768,910,390
47085,8020,3816,4098,4369,4651,4992,4106,2351,922
47087,4194,2165,1997,2568,2802,3357,2827,1497,383
47089,21835,11574,11075,11832,13666,14029,11813,5892,2549
47091,6470,3354,3813,4393,4620,4830,4320,2207,742
47093,180024,117475,107512,100035,103495,102942,74856,41807,18036
47095,2243,1694,1941,2076,1742,1723,1318,791,332
47097,12052,6337,6727,6444,6688,6273,4839,2551,1288
47099,19199,8004,9039,8759,10075,10036,8284,4695,2172
47101,5340,2142,2491,2714,3100,3387,2738,1594,482
47103,14882,6510,6824,7695,8774,9262,7119,4184,1668
47105,19820,9127,9692,10475,11674,13907,14288,7059,2920
47107,22784,11463,11146,12171,14370,14257,11824,6594,2346
47109,11078,5013,5177,5579,6354,6698,5733,3024,1278
47111,10893,4574,5208,5229,5842,5474,4386,2235,962
47113,44920,25657,23411,22269,23985,24613,18118,10546,4284
47115,11471,5110,6108,6279,7142,7784,6267,3293,934
47117,14185,6050,6873,7437,7868,8204,5806,3011,1198
47119,38384,16768,20353,20243,20293,22784,15713,8460,3399
47121,4124,1888,2072,2479,2677,2977,2606,1126,381
47123,20476,9490,9893,10692,11702,12898,11267,5136,2270
47125,89723,47519,59514,43406,38010,33051,22042,11879,4470
47127,2207,1080,1063,1382,1514,1664,1463,717,418
47129,8061,4218,4990,5298,5462,5278,4063,2113,902
47131,13249,6442,6403,7359,7583,8186,6581,3617,1580
47133,9208,4142,4260,4896,5192,5733,4941,2726,772
47135,3271,1512,1576,1643,1775,2166,1858,884,403
47137,1991,946,874,1147,1316,1590,1536,1001,349
47139,6394,3103,3113,3813,4407,4389,3649,2092,557
47141,29869,22806,16729,15463,16129,16822,13978,7726,2891
47143,14404,7063,7238,7585,8088,8078,6980,3596,1474
47145,22932,11425,11387,12431,15267,16793,13642,7814,3034
47147,30390,12027,15037,15626,16333,15931,11080,5521,2217
47149,128374,77624,71520,69839,65201,55929,36767,18169,7633
47151,10854,4841,5106,5655,5603,5541,4699,2149,903
47153,5977,2730,2853,3208,3332,3763,3577,1575,635
47155,39272,18147,20910,21535,24192,25014,19816,9633,3926
47157,473733,232431,255733,227441,229011,229964,147867,79444,36401
47159,7881,3277,3589,3846,4988,4550,3361,1758,543
47161,5776,2876,2677,2955,3609,3694,3121,1816,418
47163,62531,31845,32570,36436,40676,42569,35720,20599,8539
47165,76944,33241,38092,41080,43507,40017,30172,15426,6422
47167,29132,12716,13846,14580,15315,14164,10003,5065,2124
47169,3485,1914,1513,2010,2075,2027,1664,828,254
47171,7189,3520,3778,4340,4707,5272,4553,2746,998
47173,8439,3696,4278,4507,5182,5323,4015,1852,750
47175,1868,1071,883,1154,1295,1651,1275,590,200
47177,18289,8097,8934,10222,9555,10070,8085,4254,1885
47179,51601,35500,30038,30143,30452,32742,26565,15158,5045
47181,5909,3386,3828,4257,4190,4292,3564,2123,649
47183,13139,11069,6683,6835,7476,7980,6234,3850,1715
47185,11336,4978,5931,5492,6625,7113,5909,3434,1142
47187,94332,34436,33991,48668,51031,45456,28330,14673,5905
47189,55251,23730,26606,30386,32413,30587,22954,11107,4289
48001,22927,12349,15283,16995,13978,13310,9911,5699,2333
48003,9951,4191,4683,4120,4016,3604,2226,1570,606
48005,44741,19557,21044,20497,21309,20493,15875,8855,4466
48007,10396,5579,5193,5289,6670,7655,7979,4522,1585
48009,3566,1882,1566,1743,2215,2364,1762,916,541
48011,811,384,300,403,510,521,433,252,130
48013,25194,10522,11602,11264,11064,11300,8593,4759,1831
48015,13682,6101,6156,6873,7308,7960,6556,3389,1350
48017,4298,1904,1741,2106,1153,2139,1235,872,475
48019,7717,3686,3316,4065,5917,7116,6195,2722,1387
48021,39596,16333,18523,18492,20798,21793,14332,6573,3504
48023,1741,943,595,881,1206,1188,1025,775,226
48025,14774,8239,9669,8638,8180,6959,4998,2970,1517
48027,171972,89047,101901,77324,68125,62821,45096,24399,11363
48029,923212,462647,531596,457518,427124,396649,274607,155849,67215
48031,4005,1980,1936,2222,3007,3596,2814,1427,409
48033,339,105,209,120,100,99,125,85,20
48035,6795,3093,3032,3169,3915,4720,4202,2579,1022
48037,46727,22961,25009,24047,23950,23941,18588,10836,4892
48039,167330,69934,85604,86947,82149,76319,50252,26173,10976
48041,83803,109645,58034,40847,37040,35863,24754,14295,6520
48043,3913,2194,2234,2100,2236,2681,2312,1190,458
48045,547,285,199,325,290,317,296,188,66
48047,3613,3099,1941,1703,1523,1213,1498,993,256
48049,16969,9411,8687,8541,8745,9555,8342,5068,2001
48051,8257,3557,3966,3883,4452,4905,3958,2183,914
48053,20458,10434,9283,10770,10881,13211,10933,6436,2271
48055,18484,10631,9847,9157,9414,9543,6885,3527,1809
48057,11130,5283,5652,5092,5582,5896,4545,2501,1087
48059,6416,2553,2784,2855,3463,3788,2918,1839,552
48061,235716,101771,95321,94241,85016,81109,63306,39399,15440
48063,6111,2811,2653,2300,3069,3200,2539,1524,544
48065,2738,1259,1258,1202,1358,1443,1084,700,238
48067,14413,6666,6455,7315,7953,8658,7762,4458,1982
48069,3987,1936,1469,1789,1550,1896,1155,1120,297
48071,20040,8485,8933,9619,9824,8823,5874,2607,1251
48073,25030,12034,11510,11762,11557,12740,10120,5909,2419
48075,3255,1979,2636,1978,1439,1846,1539,944,497
48077,4208,2033,1952,2079,2458,3057,2338,1408,463
48079,1319,602,718,481,505,556,343,324,104
48081,1254,675,475,689,829,831,881,497,184
48083,4115,2026,1726,1853,2357,2923,2420,1419,525
48085,435587,177433,209288,249296,231160,185340,124609,62866,24547
48087,1407,669,719,667,648,742,585,278,224
48089,10348,5065,4431,4583,5561,6681,4828,2914,1628
48091,54299,24401,25547,27506,30993,33991,25752,12877,5536
48093,6193,3206,2581,2971,3097,3666,3530,1879,1043
48095,1137,1159,939,1200,965,821,712,368,193
48097,18470,9001,8927,8119,9591,10610,8064,4629,1961
48099,34237,19806,23444,18474,14814,12760,9616,5412,2176
48101,758,454,307,233,423,417,516,315,68
48103,2672,1091,1211,1192,1001,1012,870,416,216
48105,2179,1195,977,1060,1042,1417,899,556,179
48107,2652,1266,1063,1142,1074,1260,1163,667,263
48109,1146,732,658,476,611,667,553,345,154
48111,4116,1904,1944,1668,1371,1432,899,492,187
48113,1305187,611230,739761,661219,609331,548419,354844,194237,87932
48115,6850,3767,4242,3015,2832,2913,2352,1574,690
48117,11641,5008,4838,4520,4115,4506,3171,1796,801
48119,2030,975,918,963,1104,1313,1160,618,324
48121,346265,159848,196299,198467,185097,148765,95035,45978,19550
48123,9204,4246,4424,4781,5319,5400,4111,2714,1434
48125,805,452,351,689,405,507,510,321,88
48127,6600,2664,2412,2612,2495,2751,2003,999,671
48129,1237,1090,546,578,649,815,722,531,173
48131,5614,3177,3013,2943,2744,2778,2524,1677,503
48133,9249,5632,4326,4121,4904,5715,4728,2970,1258
48135,91453,43027,46952,38054,34166,33287,22772,12977,5785
48137,694,623,262,501,477,622,717,318,68
48139,80166,35897,36758,38225,39945,37047,25517,13229,5336
48141,445383,224267,223103,195003,184330,173102,122569,75881,31557
48143,17932,19602,9682,8399,8876,8767,7019,4105,1959
48145,6888,4008,4169,3646,4104,4080,3049,1876,975
48147,13513,7161,7203,7346,8358,8461,7125,3930,1860
48149,10911,5788,4609,5254,6437,7790,6843,3814,2046
48151,1481,904,877,758,664,1005,867,565,217
48153,3096,1593,1392,1417,1194,1501,1323,783,335
48155,482,240,165,240,298,258,317,235,91
48157,317721,125745,144872,164396,157568,144538,87246,40387,15407
48159,4942,1928,2043,2293,2495,2958,2360,1492,451
48161,8226,3711,3878,4653,4404,4830,4187,2383,843
48163,9317,6521,5245,4278,4344,3728,3013,1834,810
48165,12442,4431,4891,4250,4186,3777,2499,1783,774
48167,149508,69369,79065,76351,80405,80831,53730,28464,11720
48169,2415,1469,1737,2220,1589,1527,923,706,183
48171,10584,4911,4080,5158,5673,7601,7214,4656,2132
48173,676,296,228,415,190,430,187,177,67
48175,3212,1584,1200,1757,1804,2116,1701,1051,220
48177,10112,4789,4341,4239,4767,5037,3951,1955,1074
48179,11858,5461,6094,5984,5620,5491,4351,2886,1358
48181,57863,28445,28551,27687,31185,32692,25684,14089,6130
48183,64793,31602,34322,30033,29929,31598,22471,13841,6462
48185,11865,5761,5829,6366,6839,7256,5497,2765,1265
48187,68985,31186,33136,35115,35196,30897,23689,12794,5086
48189,19076,9638,8906,8053,7943,7419,5697,3627,1644
48191,1369,700,427,578,649,733,694,383,174
48193,3473,1956,1518,1717,1963,2539,2263,1455,756
48195,2863,1217,1208,1366,1149,1120,1013,534,241
48197,1897,825,901,845,1018,1187,852,486,291
48199,27491,11814,13851,13476,13586,14484,11121,5527,2380
48201,2217190,1004658,1272468,1132492,1019754,927319,579024,297010,126776
48203,33714,16869,15542,15931,17476,18239,13417,7242,3751
48205,2207,794,1598,1610,1270,1143,1057,589,273
48207,1806,1487,1433,1317,1301,1446,1153,891,452
48209,80397,63722,46031,41918,38983,36875,25574,12663,4684
48211,2271,910,853,1035,800,850,703,307,248
48213,34539,16837,16161,17074,19121,21741,18536,10309,4142
48215,490451,201198,198860,190973,161486,140700,108954,64835,26493
48217,14491,6262,6598,6564,7360,8196,6999,4030,1504
48219,11009,6169,5539,4612,4693,5114,3875,2196,942
48221,22673,10154,11053,10635,12747,15309,13776,8176,2980
48223,16841,7299,7947,7543,8256,8643,6978,4321,1558
48225,9345,5099,4944,5386,6147,6096,5363,3318,1316
48227,15612,9249,9367,9350,8939,8095,5567,3737,1521
48229,1439,837,825,917,594,788,699,309,132
48231,41225,20832,20363,20054,22437,22711,16948,9380,3755
48233,11449,5299,5260,5341,5042,5902,4042,2540,919
48235,719,340,310,259,400,430,286,178,63
48237,3408,1838,2161,1800,2031,1845,1429,773,461
48239,7200,2761,3354,3478,3332,3830,2833,1690,842
48241,18124,8229,8768,8360,9359,10223,8081,4574,1955
48243,857,301,378,467,548,680,891,337,65
48245,124755,65719,71550,61856,64360,65314,43826,27124,12145
48247,2676,1272,1174,1261,801,1388,1349,660,173
48249,23660,10602,11178,9844,9958,10376,7926,4627,2041
48251,78928,34275,36970,38171,40221,37044,28076,14115,5734
48253,6827,4183,5432,5155,4699,4484,3556,1972,967
48255,6024,3859,4532,3595,3360,3206,2419,1531,789
48257,55503,21806,25633,27509,26841,24926,17152,8430,3383
48259,17960,7908,7250,9161,10115,11033,8466,5018,2099
48261,446,301,223,157,218,191,207,112,73
48263,237,127,139,95,126,165,202,50,77
48265,20479,10840,10448,9471,11724,14973,13763,8643,4133
48267,1626,858,734,894,906,1600,1492,832,459
48269,114,94,121,60,83,86,71,38,22
48271,1343,881,771,781,913,1072,732,344,296
48273,16375,13673,8952,6894,6179,6922,5804,3511,1142
48275,1710,737,675,733,724,857,638,600,171
48277,22945,11190,11247,11395,12020,12744,10577,6064,2616
48279,7025,2926,2899,2841,2930,2993,2292,1698,678
48281,9351,3983,4241,4995,4890,5348,4269,2351,940
48283,3852,1866,2735,1482,1753,1646,1590,962,238
48285,8683,4008,3633,3743,4517,5130,4219,2854,1376
48287,7700,4200,3270,3972,4058,4920,3387,1975,793
48289,7509,3352,3158,3834,3750,5072,4758,2319,1141
48291,40510,18888,20672,19585,20305,19317,14387,7322,2923
48293,10215,5471,5213,5108,5426,5898,4650,2622,1027
48295,1370,514,729,484,630,665,356,284,150
48297,4993,2473,3061,3027,2819,3145,2797,1573,780
48299,6772,3826,3448,3515,4762,6843,7123,4348,1606
48301,93,98,52,52,44,85,67,52,26
48303,141575,110435,80593,64045,62340,62790,45458,27626,12323
48305,2345,1105,1033,1025,1190,1185,855,609,199
48307,4282,1753,1979,2155,2104,2513,2385,1328,480
48309,118037,79539,58850,51918,53084,55442,40050,24304,11139
48311,342,142,224,141,88,125,230,92,55
48313,4275,3941,4270,3669,2875,2932,2424,1501,611
48315,4126,2022,2149,2148,2841,3483,2821,1679,584
48317,2836,1275,1170,1098,1242,991,945,400,213
48319,1666,820,1063,657,1236,1366,1412,655,188
48321,20546,10037,9798,8663,10214,11393,8027,4944,1992
48323,33264,15576,13391,12871,11837,11253,8462,5323,1637
48325,22456,11087,10708,10632,12511,11900,9066,4886,1904
48327,1003,452,623,441,556,492,644,305,183
48329,86773,39125,49617,37324,35868,36547,21405,13270,5978
48331,12033,5462,4962,5160,5938,6490,5618,3085,1347
48333,2262,1177,650,959,1009,1303,1217,915,377
48335,3739,2259,2506,2422,1915,2083,1661,794,430
48337,9164,4326,4400,4297,5162,5523,5162,3076,1140
48339,257724,104201,121329,127721,130356,120637,81340,38896,15696
48341,13162,5481,5991,5374,4862,4745,3125,1861,835
48343,5922,2863,2989,2857,2943,4163,2848,1905,943
48345,418,335,190,139,240,188,310,176,61
48347,29267,23547,14617,12846,12835,14131,10287,5681,2930
48349,23982,10239,10852,10992,11502,11617,9311,5054,2234
48351,7074,5118,3542,3377,3840,4353,3399,1947,599
48353,7808,3993,3599,3532,3528,3898,3091,1768,1058
48355,178700,88478,99199,84169,84768,87561,60681,35304,15024
48357,6158,2726,2580,2627,2278,2237,1485,946,307
48359,1328,442,345,346,329,416,345,184,70
48361,41570,19263,20680,20442,21481,21599,16112,9218,3800
48363,13380,6532,6089,6428,7099,7533,6035,3704,1201
48365,11616,5709,5871,6076,5429,6774,5108,3042,1162
48367,54725,24138,24979,27048,31390,30397,22184,10867,4140
48369,5103,2250,2328,2093,2134,2138,1570,806,408
48371,8126,3783,4758,4006,3964,3611,2641,1598,808
48373,18783,9315,11012,11176,11754,14132,11530,5247,1867
48375,65112,29649,35173,29357,27711,27398,18512,11337,5304
48377,3929,1530,1339,1855,1675,1722,1846,1063,482
48379,3943,1553,1847,2144,2280,2860,2563,1576,389
48381,61601,32840,35730,30599,29712,31831,22566,12558,5585
48383,1901,853,938,907,768,1029,536,340,185
48385,1217,657,393,592,537,1094,994,980,276
48387,5562,3024,2837,2745,3212,3822,3515,1829,871
48389,6243,3855,3923,3667,3311,2626,2119,1453,767
48391,3316,1774,1416,1514,1688,1803,1653,1050,397
48393,447,118,193,166,161,201,158,88,16
48395,7714,3820,3419,3413,4087,4475,3763,1809,1104
48397,41225,15460,17811,21987,20705,18316,12648,6353,2670
48399,4955,2630,2108,2336,2271,2776,2366,1361,853
48401,24099,11674,12940,12549,13053,13325,9502,5732,2567
48403,4331,2400,1790,2010,2652,3537,3396,1751,895
48405,3801,1802,1901,1716,2144,2621,2645,1413,490
48407,12770,5517,5480,6354,6791,9130,6393,3823,973
48409,33598,15318,15957,15116,15084,14855,11934,6546,2619
48411,2207,1301,1398,1227,1043,1441,1378,824,225
48413,1650,732,594,859,571,752,614,291,113
48415,9271,4504,4540,4138,4148,4265,3089,1856,775
48417,1506,810,586,747,795,1020,656,421,130
48419,13422,6134,5663,6137,6238,6643,5181,3016,1146
48421,1159,474,670,635,703,599,338,216,122
48423,107084,53735,56644,50242,51113,53157,40827,23733,10000
48425,3735,1892,1827,2038,2039,2217,1994,909,498
48427,37802,16451,15726,14094,12742,11466,9229,5964,2158
48429,4504,2745,2360,2281,2309,2581,2193,1313,678
48431,537,247,201,217,317,273,183,87,65
48433,632,227,222,244,292,348,294,186,75
48435,1998,930,927,859,943,883,869,492,153
48437,3645,1707,2053,1679,1483,1694,1504,938,471
48439,1005049,451863,537413,501614,486135,430060,280787,150200,65118
48441,67153,46842,36784,29103,30102,30755,23620,15272,6802
48443,264,135,180,278,160,172,205,179,111
48445,7211,3406,3565,3089,3144,3144,2570,1539,787
48447,535,310,211,211,405,382,359,233,107
48449,17110,7719,7203,7360,6913,6760,5319,3065,1280
48451,58124,35559,35435,26123,26799,29292,21909,13354,5836
48453,489656,251543,386813,311887,258864,233340,139686,71333,32479
48455,6232,3088,2809,3060,3779,4312,4075,2671,864
48457,8261,5073,4618,4703,5038,5990,5351,2706,1247
48459,19135,8665,8619,9176,10136,11010,8328,4787,1741
48461,1680,654,781,615,721,632,502,335,108
48463,15265,7218,6774,6670,5828,6281,5381,3384,1243
48465,27492,13188,13058,11044,10495,10169,8366,5276,2315
48467,24125,11198,10450,11742,13415,14712,12214,7093,2658
48469,46281,22570,23669,21016,20886,22475,16599,9237,4683
48471,22974,26887,17992,17166,17218,15232,10402,6047,2667
48473,21021,20275,8760,8633,9627,9665,7374,3026,1648
48475,6007,2720,2930,2471,2527,2575,1994,1349,466
48477,15898,9510,7323,8066,8426,10056,8100,4806,2367
48479,153026,65016,62663,60574,51765,43668,31295,17050,7912
48481,22245,10082,10282,9557,10446,11301,8434,4906,2585
48483,2400,984,1152,1082,1188,1306,1009,579,278
48485,60256,39873,36608,28609,29359,31686,22720,13899,7088
48487,6519,3395,3213,2924,3421,3723,2937,1605,572
48489,10342,6442,5835,5431,4379,4365,3915,2035,842
48491,237832,95544,123148,135923,116100,97783,70376,34457,15156
48493,21406,9499,9624,10535,12068,11944,8415,3925,2304
48495,4457,2179,1934,1908,1881,1688,1170,675,487
48497,28853,12517,14092,13562,16144,15060,11226,5510,2078
48499,17025,8981,8038,8488,9778,12120,12125,7076,2575
48501,5139,2022,1982,2016,1898,1847,1306,1032,158
48503,9357,4439,4217,4320,4724,5563,4242,2624,1242
48505,9094,3836,3751,3294,2942,2736,2405,1378,486
48507,7291,3729,2967,2816,2562,2871,2090,1286,525
