fips,0-17,18-24,25-34,35-44,45-54,55-64,65-74,75-84,85+
35013,105406,69981,52524,44823,45823,48578,37687,22262,8629
35015,30546,13510,15816,13511,14430,15172,10221,6650,2431
35017,12870,6596,6201,5996,6692,9253,8365,4466,2057
35019,1942,878,1340,1224,993,948,897,967,197
35021,173,85,68,64,65,304,128,85,65
35023,1733,902,814,790,868,1004,761,482,249
35025,41230,17670,19655,16515,16313,15703,10166,6548,2812
35027,8027,3505,4132,3816,4866,7065,6253,3605,1046
35028,8623,3445,3749,4382,5305,5407,3898,2163,1148
35029,13351,6045,5298,5080,5154,6069,5546,3404,1345
35031,38286,16607,17491,15320,14926,14382,9429,5440,2263
35033,2377,1788,854,1259,966,1672,1216,855,237
35035,30306,17790,16957,14143,14888,15886,12905,7858,3134
35037,4284,2535,1831,1709,2323,2782,2562,1481,496
35039,18586,8002,8698,8611,9694,10872,8149,4203,1820
35041,9921,7587,5243,4194,4007,4339,3324,1879,957
35043,60160,25336,29647,30633,31911,33629,25146,12206,4851
35045,62117,27059,31503,27720,27956,29122,20412,11654,5224
35047,12457,8014,6285,7244,7900,9182,6826,3803,1291
35049,54823,27348,30584,31426,35472,42476,34142,15550,6719
35051,3742,2034,1770,1670,2715,3739,4072,2239,1029
35053,9343,4796,3731,3635,3656,4860,3711,1657,976
35055,12675,6286,6183,7399,8235,10851,8794,4109,2061
35057,6513,3555,3170,3210,3911,4870,3738,1839,430
35059,1462,818,952,963,859,918,795,447,205
35061,37299,17607,17910,17507,19589,20421,15281,8324,2833
36001,121383,99405,76053,67580,76686,79499,56223,31999,17190
36003,16908,12975,8372,8154,9730,10967,7900,4553,2199
36005,745643,400817,437523,369410,374833,334190,234200,136109,61088
36007,83743,65200,45100,41785,50833,54635,40768,26006,13031
36009,32218,16692,15457,15307,18475,20319,14535,8330,3993
36011,30701,17736,17170,16786,20112,20425,14783,8357,4376
36013,53769,32189,28628,26701,31948,35417,26218,16509,6957
36015,39774,20938,20486,20683,22788,24848,17621,10295,5492
36017,19924,10225,9739,9991,12570,13394,10271,5963,2324
36019,31410,25662,19444,18709,22520,22063,15681,9136,4075
36021,23684,12658,12857,13271,17437,19002,14776,8137,3688
36023,18985,17442,10853,9718,11266,11721,9051,4851,2485
36025,17931,12333,9150,9137,12185,14379,11880,6581,2961
36027,121136,77423,66166,67295,83317,80114,55594,32256,15497
36029,393944,224746,241232,203394,239771,253687,179736,108712,54929
36031,13453,7932,8456,8216,10279,11384,9138,5143,2463
36033,19005,11238,12280,10776,12786,12147,8642,5064,2054
36035,23659,12291,12855,12890,15442,15481,11576,6678,3737
36037,23924,13185,13072,12518,15942,15610,11295,6935,3495
36039,17604,11701,10732,10785,13563,14395,11520,5941,3077
36041,1470,1181,765,665,1255,1668,1413,572,392
36043,26253,14385,13212,13274,16048,17061,12906,7571,3855
36045,54863,32530,34836,25677,24592,23413,17801,10161,4603
36047,1194057,602677,844114,672987,607351,601129,421909,241492,117072
36049,10414,4745,5042,5183,6058,6457,4323,2675,1381
36051,22731,19234,12345,12389,15866,15861,11323,6032,3170
36053,26894,19213,13397,13860,18165,18643,12875,7196,3127
36055,322623,189113,194480,165354,192006,193674,139979,79888,42583
36057,21202,10016,11034,10393,11714,12570,9054,5318,3043
36059,609127,310894,309784,322357,378845,371026,259559,154364,86494
36061,560757,394595,703256,488629,428849,424350,322213,183495,92878
36063,88791,48602,49296,46809,56675,60181,42908,24996,12402
36065,97291,54368,52961,49108,58876,59971,44401,25914,14736
36067,200285,111060,114484,99865,118677,119345,83212,48967,25870
36069,43937,23755,21946,22646,28397,29539,22334,11715,6010
36071,184307,95096,82502,87859,100350,91145,62207,32813,16718
36073,16172,8909,9392,8558,11319,10807,7777,4147,2043
36075,48175,28826,25796,24430,30935,30011,20699,10521,4699
36077,19560,20645,10754,10557,13984,15707,12194,7188,3125
36079,42076,21133,20285,23007,30653,27680,19165,9464,4130
36081,957005,506213,691192,608802,600816,579254,395136,229574,109658
36083,64966,39797,40652,36033,41357,43361,29987,16143,8276
36085,210806,107176,119433,116540,125378,122480,86613,47124,21900
36087,158787,69323,69869,67297,76762,73749,54468,32610,15953
36089,45872,33639,25072,23961,26909,27741,20683,11305,5846
36091,89103,44969,48540,51249,59551,57902,42777,21160,10382
36093,71627,38108,39872,38209,42388,42132,29250,16470,10480
36095,11226,8053,5985,6344,7708,8904,6663,3722,1422
36097,6936,3547,3651,3742,4815,5203,3882,2225,939
36099,13651,7377,8464,7276,8926,9456,6911,3879,1741
36101,40337,19373,20039,20199,23973,25546,18233,10867,4787
36103,651352,330335,331691,351338,422440,379502,269566,154126,69906
36105,34318,18186,17903,17968,22016,22733,17115,8688,3824
36107,21960,10077,10364,10926,13633,13954,10587,6171,2685
36109,32207,49979,24405,19530,20265,23150,15995,8012,4367
36111,70650,43579,42736,41621,51181,53110,39275,21915,9567
36113,24465,12613,13583,13276,16964,17846,13880,7379,3686
36115,23223,12459,13035,13847,16271,16192,11853,6513,2890
36117,37361,17904,18348,18511,24896,24316,17395,8947,4067
36119,436827,215235,217428,239338,265115,248370,175879,107880,54474
36121,15738,8639,9729,9019,10891,10681,7885,4179,1738
36123,10210,6167,4594,4347,5472,6529,4904,2917,1092
37001,70172,37374,35903,36595,40258,38483,29225,16836,8118
37003,15869,7530,8193,9390,9922,9647,8487,4605,1686
37005,4172,2422,1828,2587,2864,3363,2888,1703,595
37007,10385,6150,6879,6103,7020,6815,5196,2649,1228
37009,10844,5286,6024,6502,7271,8265,7072,3841,1719
37011,6141,4815,4141,4322,4679,4727,3970,2327,860
37013,20630,9652,9622,10791,11611,13818,12129,6421,2334
37015,8017,4744,4937,4717,5805,6493,4890,2903,1304
37017,16276,8247,7984,9292,9419,11446,8538,4564,1994
37019,43251,20765,24145,24994,27664,38355,38455,15800,5409
37021,99189,52048,64965,62157,62194,68780,52720,29093,13125
37023,35279,19658,19104,20626,24127,24526,18912,10255,4608
37025,89805,36661,42051,48732,48020,42062,29928,15699,6379
37027,36024,17793,17910,20356,23505,23325,18452,9740,3598
37029,4234,1885,1719,2688,2702,2248,1918,1064,453
37031,25860,14128,14537,15143,17263,20385,17153,8951,3855
37033,8841,4711,4980,5208,6204,7021,5539,2523,1351
37035,70545,32342,34287,38310,41409,39561,30598,16195,6115
37037,25650,11608,12097,15251,16248,18397,16724,9278,4817
37039,10484,4864,5037,5779,6808,8857,8744,4360,1545
37041,6841,3208,3805,3395,3842,4796,4061,2236,1058
37043,4290,2109,1895,2521,2287,3588,3451,1615,762
37045,44768,23162,22101,22920,26291,27006,21295,10982,5089
37047,26153,13337,13679,13420,14893,15605,12367,7225,2644
37049,45502,29270,25870,21073,21545,24604,19893,11581,5172
37051,149832,83822,91299,68010,67264,65635,46580,26554,10283
37053,10213,4336,4686,5597,6946,6587,4529,2521,765
37055,14834,7304,8184,8816,9654,11508,8686,4307,1456
37057,73986,33258,35677,40153,45340,43247,33862,18545,7044
37059,18331,7910,7789,10221,11582,11928,8867,5691,1791
37061,28749,12438,13195,14165,14717,15311,11303,6283,2289
37063,124104,67118,90832,75115,66427,65631,42778,22070,10904
37065,26493,13230,12978,12342,13941,16192,11557,6759,2825
37067,166176,83878,88119,84940,91012,88859,63798,35649,15309
37069,26815,12427,12797,15015,16068,15978,11850,5828,2172
37071,96256,46953,49765,53470,55869,53405,39652,21787,9733
37073,4794,2448,2415,2469,3380,3328,2603,1418,487
37075,3671,2262,1528,1892,2196,2441,2162,1103,612
37077,22645,12109,11912,13858,15403,15317,10921,5745,2306
37079,8491,4041,4981,5321,5283,5355,3548,1990,823
37081,218267,123440,126521,118800,122874,117719,83224,46298,21224
37083,24000,12495,11864,12252,14549,15539,12101,6965,3198
37085,56709,24238,31547,28323,26005,23191,16143,8203,3378
37087,23181,12187,12614,13933,15899,17813,15963,9233,3175
37089,45430,20467,22251,24940,27100,30054,28566,16437,7210
37091,8812,5626,5112,4953,5686,6396,4557,2508,1266
37093,25493,10224,15934,11971,10742,9796,5962,2968,1290
37095,2321,1666,1381,1694,1782,1700,1599,717,350
37097,75223,34685,35790,40301,44178,39347,29145,15839,6195
37099,14928,14529,9770,8361,9170,10647,9154,4941,1311
37101,89414,35592,41652,48182,47437,41368,29973,13908,5719
37103,3476,1613,1951,2036,2201,2782,2312,1374,625
37105,28895,12552,14145,13997,14768,14402,10786,6212,2193
37107,27765,13181,13676,13788,15551,17132,12930,7569,3062
37109,33961,15772,16353,20187,22010,21548,15880,7842,2977
37111,19700,9137,9794,11307,12352,12432,9812,5935,1912
37113,14122,6485,7268,7069,8137,10365,10069,5629,2165
37115,7959,5377,4103,4969,5526,6102,5034,2493,1123
37117,10510,5142,4845,5174,6237,7785,5739,3127,1291
37119,457755,213796,291707,267959,240714,208758,134855,72362,31630
37121,6054,3205,3384,3389,3983,4616,4078,2052,1241
37123,12847,5327,6321,7145,6784,7467,5889,3347,1264
37125,40182,16946,19831,20988,22729,24073,22222,13505,7244
37127,43714,21859,21395,22466,25523,26459,19659,10528,4450
37129,83433,60676,55037,50484,50345,53033,40240,22027,9007
37131,8411,4795,4210,4347,5469,6636,5529,3399,1278
37133,86765,74235,60432,35771,32182,30157,23179,13442,4494
37135,53519,48797,31694,30149,31788,31869,20711,10394,4245
37137,4281,2618,2526,2407,2811,3916,3484,1910,745
37139,17168,9754,9850,8518,9801,9670,7305,4084,1567
37141,24097,10487,11723,12923,13876,14559,11464,5547,2297
37143,5618,2395,2983,2820,3363,4263,3811,2231,750
37145,17216,8205,8081,9884,10732,11487,8350,4567,1897
37147,74763,66274,44498,39317,37286,38016,26067,14687,5754
37149,6925,3206,3460,3568,4708,6084,5205,3006,1595
37151,64634,29148,30687,33540,37622,37075,28042,15425,5552
37153,23195,11579,11224,11537,12208,12549,9775,5740,1948
37155,60228,30588,29255,28891,29121,30177,21628,11025,4706
37157,39801,19501,19333,22404,25609,26759,19905,11035,4945
37159,62763,30903,32894,32814,35820,36070,27461,15399,6260
37161,30240,14746,14858,15736,19125,20122,16347,8603,3990
37163,31193,13462,14192,15907,16150,15853,12311,7520,2308
37165,15435,8318,7143,7967,8162,9106,6725,3454,1893
37167,26287,13501,12992,13882,15787,15593,12574,7045,2595
37169,19337,9444,9375,11282,13482,13833,10962,5898,2134
37171,31878,14853,14904,16601,18668,18869,15496,8637,4055
37173,6419,3164,3178,3147,3374,3718,3332,1739,742
37175,11959,7450,6620,6229,8643,10382,9787,6194,2605
37177,1648,973,926,1065,1014,1420,972,675,264
37179,105374,41830,39079,53051,55778,43421,30951,14701,6208
37181,22794,10747,10504,10068,11750,12596,9404,4844,2323
37183,441130,204780,255650,258431,241401,202114,130318,65334,29057
37185,7607,4819,3610,4037,4756,6075,4941,2805,921
37187,6329,3731,2499,3347,3475,4563,3499,2040,758
37189,14086,28148,10473,9130,9802,11860,8581,4750,1762
37191,58640,29706,31432,28771,30099,31424,21881,12962,4824
37193,31095,14700,14678,17120,19208,20519,17015,9533,4091
37195,36639,18092,18279,18499,20009,21533,16206,8728,4059
37197,16899,7950,7866,9159,10192,10077,8218,4585,1837
37199,6704,3254,3309,3950,4284,4793,4442,2734,748
38001,881,465,389,473,546,574,504,281,172
38003,4391,2605,2354,2256,2543,3041,2291,1437,920
38005,3275,1244,1114,981,1185,1285,847,525,158
38007,260,166,189,130,217,252,115,106,46
38009,2429,1421,1103,1182,1426,1744,1324,745,376
38011,1292,553,612,588,563,841,542,393,203
38013,803,335,472,317,432,428,346,222,60
38015,37840,19836,22990,19355,20406,21547,14125,7889,4810
38017,64607,50120,46051,34844,33506,33202,20332,12358,6381
38019,1349,772,532,592,834,1070,832,656,322
38021,2064,1253,1019,937,1091,1215,1080,580,474
38023,806,302,391,416,522,652,450,255,254
38025,1481,666,839,610,840,1133,635,360,161
38027,912,397,382,368,551,605,408,281,158
38029,1215,590,373,464,807,787,671,521,282
38031,1179,594,522,597,682,793,548,476,261
38033,811,390,291,316,372,494,333,142,110
38035,26693,28707,18566,12668,13234,14407,9564,5802,2701
38037,643,257,334,278,391,637,497,363,119
38039,692,347,307,274,447,576,539,305,251
38041,878,350,442,403,562,552,494,418,190
38043,699,495,490,424,451,694,428,329,115
38045,1321,619,547,585,757,949,698,639,197
38047,558,268,184,276,371,484,367,314,153
38049,2000,888,959,965,1125,1225,904,635,244
38051,779,326,412,316,562,583,523,479,320
38053,5044,2045,2535,2021,2180,2151,1049,628,215
38055,3290,1328,1579,1696,1860,2532,1955,1010,538
38057,3349,1551,1843,1414,2115,2509,1536,938,405
38059,12504,5845,8568,6509,6916,7445,5087,2773,1526
38061,3918,1971,2079,2082,1853,1941,1121,611,255
38063,901,489,441,490,591,774,668,424,267
38065,618,244,238,355,325,478,390,196,70
38067,2564,1295,1299,1218,1587,2056,1366,950,489
38069,1650,946,882,819,1175,1262,966,700,301
38071,5281,2611,2421,2626,3063,3299,2429,1434,867
38073,2118,936,846,1077,1220,1341,921,652,516
38075,1052,435,492,473,584,548,351,277,155
38077,5962,4611,2943,2812,3464,3891,2329,1705,787
38079,8030,3187,3030,2845,3028,2959,1938,1019,409
38081,1264,749,661,671,844,935,718,386,224
38083,349,123,206,157,270,343,235,186,70
38085,2213,770,802,714,704,566,377,187,79
38087,230,79,118,102,103,213,126,82,50
38089,13818,7000,8593,6954,6723,6314,3950,2887,1453
38091,630,325,287,317,408,507,388,291,76
38093,8635,5268,5236,4547,5164,6221,3997,2530,1615
38095,1048,282,297,418,516,621,425,366,186
38097,3101,1742,1484,1440,1748,1875,1330,865,592
38099,4400,2106,1882,1920,2607,2788,2045,1380,729
38101,30625,21829,21521,15229,13983,13611,9454,6268,2756
38103,1390,752,598,641,907,1087,924,848,338
38105,14723,6633,11034,6522,6669,6771,3298,2253,1151
39001,13384,5367,5981,6579,7146,7627,5663,3167,1175
39003,48629,27267,24858,23229,24971,27084,19232,11678,5481
39005,24295,13472,11448,11294,12863,13846,10577,6071,2880
39007,45460,21923,21760,23247,27193,28371,20952,11700,5748
39009,20628,32567,15454,12137,12856,13861,9667,4942,2370
39011,20827,9368,9503,9632,10887,11983,8254,5334,2646
39013,27843,14342,16672,16215,17915,20436,14823,8803,4413
39015,19801,8691,9263,10380,11327,11566,8798,5131,1897
39017,176554,102696,84428,86328,92796,92653,63198,35377,15753
39019,11807,5668,5618,6386,7500,8166,6582,3592,1400
39021,17778,8751,8313,9032,10297,10302,7906,4005,1958
39023,62651,31234,31493,29810,34557,37054,28859,16511,7653
39025,90358,39114,43876,46079,51347,51825,35082,18011,7306
39027,19262,9239,9261,9182,10362,10820,7511,4297,1859
39029,45144,21856,23522,25244,28169,31398,23161,13017,6348
39031,16622,7541,7944,7940,8796,10295,7441,4161,2119
39033,20028,9800,9601,9998,10871,12118,9810,5991,2635
39035,551250,296385,317297,282808,320183,345887,238511,146565,76594
39037,24466,10461,10449,11262,13126,13840,10872,6548,3204
39039,17888,8851,8565,8926,9076,10532,7734,4740,2028
39041,88522,31997,34216,48039,46934,40791,27145,13683,5178
39043,33641,17589,16813,16910,20341,23105,17817,10499,4435
39045,67666,30714,31870,35928,37564,35890,25947,14403,6226
39047,13193,5845,6327,6793,7243,7483,5555,3274,1259
39049,568451,294734,392684,305662,289904,280850,184608,98797,47684
39051,19427,8318,8696,9093,10214,10966,7684,4406,1978
39053,14643,6526,7111,6847,7523,8122,6099,3761,1406
39055,41766,18260,15109,18226,25010,26430,19687,10674,4655
39057,66494,42451,40065,33654,39052,41875,30024,16719,7697
39059,17875,8044,8396,8617,10115,10658,7997,4494,1909
39061,383005,195526,226384,187049,204002,213588,142091,84523,44560
39063,34987,17994,19405,17710,18854,20139,14848,8454,4364
39065,14378,9938,6204,6951,7239,7505,5665,2892,1721
39067,6165,2984,2908,3094,4066,4616,3530,2012,918
39069,12541,5546,5746,6133,6704,7278,5428,3442,1783
39071,20318,9193,9566,9983,10879,11366,8822,5173,2049
39073,12548,5513,5717,6405,7278,7540,6076,3156,1453
39075,23487,8858,8849,8096,8380,8468,6340,3859,1696
39077,27411,12174,13020,13298,14226,14977,10839,5988,2872
39079,16726,7298,8451,8530,8828,9606,7087,3916,1609
39081,27101,15869,14331,14416,16985,20296,14752,8866,3870
39083,28047,15673,13052,12993,14650,16122,12280,7001,2891
39085,93959,44140,49638,50063,58645,63210,45358,26213,12090
39087,30167,13684,15202,16102,16821,17747,13285,8091,2880
39089,77371,37140,37153,39394,43648,43512,31582,16653,6961
39091,20961,9085,9372,10034,11593,12448,9051,4972,2177
39093,131145,63893,62778,68257,74789,79095,56562,31388,14922
39095,206516,109363,115854,102283,109232,117381,80825,46476,23394
39097,16621,8215,9468,10075,10952,10074,6929,3598,1984
39099,97976,53486,52468,51731,58264,68557,49258,29842,16970
39101,28722,14467,16345,15850,17092,17761,12851,6971,3722
39103,75691,32625,34313,40292,45550,44331,32320,16610,7920
39105,10218,4643,5108,5558,5996,6572,4874,2810,1102
39107,19667,8150,8483,8468,9658,10506,7404,4413,2422
39109,49053,22556,23797,25296,27548,28739,22644,12481,5642
39111,5990,2678,2743,3159,3617,4154,3678,2026,804
39113,237905,122077,132864,118748,131836,138756,102972,62363,27885
39115,6481,3038,3039,3156,3655,4223,3203,1975,691
39117,16788,6704,7043,8323,9070,9689,6916,3773,1635
39119,40639,19662,20245,19961,21963,23373,17191,10340,4696
39121,5308,2217,2613,2404,2324,5490,4106,1937,966
39123,16515,8405,7839,8604,10891,12650,10184,5478,2432
39125,8166,3346,3900,4068,4579,4826,3622,2209,629
39127,16737,7548,8014,8209,9309,9643,6974,3351,1569
39129,23585,11683,13119,13651,14024,13293,9825,5706,2113
39131,13709,5866,6213,7101,7627,7749,5740,3584,1235
39133,60972,54037,34502,32767,39677,41199,29029,15348,6807
39135,17342,7840,8271,8831,10100,10776,8008,4255,1876
39137,15262,6569,6583,6689,8141,8323,5488,3436,1703
39139,53751,26374,28315,27505,30582,33296,24953,15750,6562
39141,34087,15980,18109,19760,20930,21226,14724,8224,3372
39143,28195,13574,13098,14405,15690,16844,12041,7010,3507
39145,35736,18753,19999,19520,19369,21806,15717,9640,4172
39147,24487,14466,12050,12384,13339,15279,10391,6227,3279
39149,23247,9848,10468,10922,11915,12499,8524,4839,2129
39151,162553,81587,83264,82674,93146,102209,74256,42683,22125
39153,240219,125848,134842,125843,142449,152063,106580,60913,31870
39155,89691,45468,45557,46018,53499,60726,46699,26856,13800
39157,42010,19025,20505,20643,23002,26049,18974,10947,5821
39159,24039,9971,11138,13465,13615,11929,7759,3838,1961
39161,12876,5825,6022,6206,7045,7276,5559,3389,1756
39163,5755,2678,2632,3233,3361,3703,2461,1349,481
39165,104129,40409,45394,54475,58784,51548,35780,19528,8072
39167,24298,13853,13175,13178,15531,17533,13412,8007,2906
39169,51780,25700,24019,23636,26152,28050,20596,12019,5333
39171,16395,7666,8006,8414,9334,9947,7240,4716,1939
39173,50919,45713,28105,26645,27855,29819,21138,12773,5520
39175,10156,4391,4683,5220,5446,5868,4397,2803,1266
40001,9425,3907,4282,4292,4524,4572,3439,1902,642
40003,1780,817,959,1292,1304,1291,913,583,241
40005,4992,2236,2748,2547,2784,3069,2443,1493,398
40007,2431,1120,939,1142,1170,1308,961,610,238
40009,12187,5394,6943,5994,5895,5577,3952,2258,1167
40011,4166,1889,2301,2112,2376,2504,1946,1206,538
40013,17988,9456,9855,8469,9245,9747,8362,4684,1763
40015,12807,5641,6443,5782,6468,6428,4793,2860,1086
40017,60487,23704,32790,31888,29274,27877,19114,9597,4389
40019,21921,9516,10800,10866,10546,11485,8584,5268,2205
40021,19837,14550,10229,9626,9849,10519,8499,4578,1787
40023,6475,2798,2966,2911,3302,3695,3101,1833,666
40025,954,447,426,434,454,607,510,345,133
40027,115439,83766,72934,61652,59079,58809,42073,22760,8527
40029,2188,914,885,1043,1068,1303,1149,694,243
40031,56448,34862,37465,27977,26442,25766,17413,10234,4081
40033,2537,1111,1159,1297,1325,1521,1147,699,269
40035,5427,2555,2821,2879,3275,3202,2819,1570,737
40037,27964,11922,13458,13659,14987,16000,12388,7172,2497
40039,14047,10944,7526,5760,6369,6034,4618,2749,1476
40041,14687,6506,6824,7408,8686,10552,9713,5049,1750
40043,2149,865,856,862,910,1072,840,538,230
40045,1478,606,575,677,764,935,675,439,160
40047,30729,13698,15966,13344,13679,14862,10405,6370,3379
40049,11755,5102,5699,5616,5687,6428,5075,3013,1223
40051,22523,10110,11714,11196,12064,12657,9429,5028,1966
40053,1634,628,686,731,920,1015,828,615,194
40055,2348,1496,1420,1644,1218,1470,1194,711,441
40057,1005,434,487,533,531,560,454,305,174
40059,1460,584,619,638,721,830,512,469,135
40061,4842,2010,2349,2330,2502,2750,2462,1357,576
40063,4922,2558,2969,2699,2748,2910,2528,1643,773
40065,12465,6300,6803,5948,5439,6001,4309,2531,1192
40067,2272,1023,970,1145,1185,1441,1164,686,270
40069,4191,1888,2173,1907,2255,2448,2050,1119,476
40071,19500,8952,9055,8854,9153,10266,8326,5315,2158
40073,7304,2903,3307,3358,3563,3563,2449,1676,578
40075,3897,1619,1891,1827,2126,2336,1928,1060,371
40077,3825,2152,1933,1704,2088,2270,1876,1206,484
40079,19437,9085,9740,9583,10414,11048,8693,4896,1864
40081,13426,5456,6019,6251,7329,7632,6248,3252,1138
40083,20765,10200,10847,10754,11545,11570,8417,4736,1675
40085,3893,1752,1823,1760,1828,2068,1768,928,353
40087,16136,6602,7333,8011,8290,8352,6289,3477,1059
40089,14513,6562,6497,6570,7097,7477,6153,3642,1190
40091,7715,3791,3778,3839,4831,5665,5237,3116,1167
40093,3204,1195,1457,1417,1508,1768,1380,875,448
40095,6096,2641,2667,2832,3322,3760,3341,2086,574
40097,17171,7628,8276,8180,8814,9827,7748,4245,1740
40099,6091,2699,2979,3131,3362,3533,3081,1796,763
40101,30861,14600,16096,15196,15591,16956,12825,7107,3480
40103,4876,2146,2361,2349,2705,2935,2177,1383,520
40105,4220,2014,2128,2047,2357,2537,2100,1272,444
40107,4750,2195,2377,2526,2597,2555,2105,1229,437
40109,378861,177300,222765,180906,174846,180594,122010,69256,31838
40111,16950,8328,8122,7746,8336,9430,7489,4223,1951
40113,18407,8072,9141,9092,10441,11547,9243,5733,1578
40115,11621,5830,5244,5304,5715,6038,5104,3199,1152
40117,6180,2705,2865,2991,3391,3791,3035,1608,635
40119,30122,39831,20248,14408,13924,14582,10760,6131,3231
40121,17759,8272,10134,9103,9837,10445,8658,4750,2222
40123,15516,9240,8833,7280,7554,8126,6641,4075,1564
40125,28827,14507,14778,14327,14929,14998,12072,6962,2617
40127,3830,1663,1876,1782,2314,2473,2262,1277,563
40129,1461,563,659,611,676,779,591,340,172
40131,34426,15523,16297,16805,19165,18505,14027,7922,3029
40133,10701,5116,4632,4882,5333,5387,4573,2731,1056
40135,16177,7181,8106,8426,9066,9120,7494,4316,1487
40137,18803,8201,9237,9034,9591,11161,8192,5345,2193
40139,11059,5788,5979,5258,4805,4942,3025,1962,595
40141,3557,1588,1559,1552,1843,1895,1476,986,368
40143,267260,121472,148389,132005,131215,134229,92575,52716,24513
40145,30120,11953,14577,15297,15424,15912,12627,6288,1877
40147,21935,9928,11356,10732,11179,13107,9994,6740,3004
40149,4854,1894,2249,2142,2408,2624,1818,1190,510
40151,3711,3301,2373,1746,1862,2035,1587,1084,602
40153,10675,5145,5517,5082,5342,4981,3561,2263,833
41001,6265,3261,3247,3118,3696,4676,4287,2514,889
41003,29888,38264,20641,16895,16893,21346,15524,8341,4202
41005,162835,76545,84975,89613,96663,105580,75722,38680,17695
41007,15624,8965,9254,8508,9407,12175,9349,4508,2384
41009,21194,9656,9880,11756,12808,14830,10658,4966,2407
41011,26879,15218,15072,13409,17021,21829,19045,10616,4756
41013,8796,3827,4371,4925,5232,6583,6204,3148,1251
41015,7908,3978,4013,4288,5425,8280,7895,4268,1958
41017,72507,31761,40994,41422,41216,48857,39018,17336,7923
41019,44662,22053,23473,22489,26994,33478,28867,17063,7023
41021,861,407,285,336,406,542,432,239,151
41023,2483,1280,1201,1312,1488,2323,2041,1117,534
41025,2815,1553,1303,1440,1635,2184,1805,1025,327
41027,11967,5277,5845,5929,5983,6279,4625,2310,1272
41029,88088,44223,49189,46259,49041,59277,48621,25378,13110
41031,9926,4566,4571,4790,5086,5864,4683,2121,914
41033,34608,16613,16712,17666,20781,26114,23208,12895,5348
41035,30485,16515,15981,14877,16486,20277,16463,8491,4107
41037,3086,1738,1594,1639,2081,2531,2331,1120,542
41039,138659,106067,85134,78313,81339,96151,73631,38062,19381
41041,16231,8824,8975,8904,11185,15800,13868,6212,2831
41043,56227,25775,29462,28122,29196,32367,25476,13241,6136
41045,15036,7666,7260,7044,6678,7029,6002,3288,1686
41047,158878,74150,83100,75465,73426,77357,56483,31103,15043
41049,5558,2579,2053,2461,2490,2918,1909,1071,547
41051,301606,165169,256768,220161,184367,186898,124338,62133,33035
41053,34345,21207,16270,16234,16718,18795,14950,7743,4416
41055,475,250,252,302,378,412,335,254,73
41057,10598,5648,5673,5596,6398,9069,7276,3734,1704
41059,39253,18678,19734,18285,17978,19205,13897,7942,3763
41061,10958,7062,5712,5325,5433,7072,5342,3246,1493
41063,2335,1065,1240,1188,1427,2244,1842,1006,481
41065,11072,5450,5577,5489,5878,7270,5527,2891,1595
41067,250284,111019,151314,144872,132843,124527,84174,43662,22239
41069,310,217,192,166,251,448,418,274,59
41071,43645,23995,22878,22847,23167,24122,18245,9560,4932
42001,36015,19834,17988,18948,23668,24254,18169,10750,4557
42003,479752,278063,338020,268434,302775,340043,237546,147634,78509
42005,24482,11640,12921,13726,16824,18354,13602,8150,4350
42007,65271,32229,36069,35292,42316,46609,33842,21377,10812
42009,17610,7773,8508,9591,11656,12085,9428,5624,2625
42011,175921,90456,89687,88724,102137,99342,71578,43624,19610
42013,51611,27538,27817,27803,30842,34869,26580,15631,8646
42015,24675,10766,11820,11867,14932,15917,12235,6995,3172
42017,248904,117849,126346,133318,167024,166643,113350,65088,32176
42019,68203,34500,35712,38040,45317,46870,32139,19204,9435
42021,50831,28683,26386,27692,31995,38259,28120,17957,8853
42023,1555,869,769,856,1159,1412,1123,563,366
42025,25571,11716,13583,15017,17831,18923,14639,8269,3954
42027,46819,72871,39113,29822,31616,32449,22937,13647,5942
42029,207122,99029,102766,107215,125351,120120,81814,44541,22052
42031,12604,10416,7312,6880,8067,8939,6519,4058,1774
42033,28250,14911,16443,17496,19950,20192,15504,9555,4360
42035,14364,12783,7256,7255,7983,8667,6850,4064,1958
42037,22112,21433,12404,12896,14829,16105,12063,7107,3385
42039,33739,18084,16843,16915,19665,22322,16780,9736,3741
42041,93775,51195,56673,52710,57731,59824,44706,26538,12564
42043,119299,56265,68433,60734,69491,70797,48208,27619,12875
42045,244390,132192,135218,123938,141865,145725,95605,60275,29930
42047,11685,5670,5675,6242,8256,8867,6463,4389,1709
42049,120161,68455,68698,59537,66792,73388,51152,30533,14749
42051,50794,25398,27871,29320,33327,37258,27264,15849,8477
42053,1028,1474,2228,1951,1322,1803,1635,839,310
42055,66326,28846,32811,34323,37258,37379,29941,17539,8270
42057,4885,2087,2387,2594,3065,3020,2540,1386,493
42059,13829,8307,8097,8071,9009,9607,7088,3886,1983
42061,14662,8897,8900,8983,9839,10188,8117,4552,2149
42063,29754,29101,16678,15782,18780,21234,15638,9478,4260
42065,16096,7876,8418,8186,9706,10775,7961,5095,2411
42067,9182,3813,4397,4550,5464,5516,4568,2612,1587
42069,85400,47348,49866,46287,52660,56917,43645,25856,14626
42071,240449,112053,123006,111608,124481,126633,94058,57149,29290
42073,34004,17613,16983,17951,20779,24320,17515,10730,6270
42075,57874,26619,28692,28772,31888,33173,25747,16240,7051
42077,158351,77711,85711,82852,89132,89133,63890,38020,19605
